"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Encinitas city","Sub-County Place","2015","Annual","N","Final","32800","31400","1400","4.2"
"Escondido city","Sub-County Place","2015","Annual","N","Final","68400","64800","3600","5.2"
"Fallbrook CDP","Sub-County Place","2015","Annual","N","Final","13600","12800","800","5.9"
"Imperial Beach city","Sub-County Place","2015","Annual","N","Final","12100","11100","1000","8.1"
"La Mesa city","Sub-County Place","2015","Annual","N","Final","30500","28800","1600","5.3"
"Lakeside CDP","Sub-County Place","2015","Annual","N","Final","9300","8800","500","5.4"
"Lemon Grove city","Sub-County Place","2015","Annual","N","Final","12300","11500","900","6.9"
"National City city","Sub-County Place","2015","Annual","N","Final","24500","22900","1600","6.6"
"Oceanside city","Sub-County Place","2015","Annual","N","Final","81200","76800","4400","5.4"
"Poway city","Sub-County Place","2015","Annual","N","Final","25200","24400","900","3.4"
"Ramona CDP","Sub-County Place","2015","Annual","N","Final","11000","10600","400","3.7"
"San Diego city","Sub-County Place","2015","Annual","N","Final","695000","660400","34600","5"
"San Marcos city","Sub-County Place","2015","Annual","N","Final","40000","38300","1600","4.1"
"Santee city","Sub-County Place","2015","Annual","N","Final","28800","27400","1500","5.1"
"Solana Beach city","Sub-County Place","2015","Annual","N","Final","5700","5600","200","2.8"
"Spring Valley CDP","Sub-County Place","2015","Annual","N","Final","15600","14600","1000","6.2"
"Valley Center CDP","Sub-County Place","2015","Annual","N","Final","4800","4600","100","3"
"Vista city","Sub-County Place","2015","Annual","N","Final","44000","41900","2000","4.7"
"San Francisco city","Sub-County Place","2015","Annual","N","Final","541400","521600","19800","3.7"
"Arroyo Grande city","Sub-County Place","2015","Annual","N","Final","9100","8900","200","2.1"
"Atascadero city","Sub-County Place","2015","Annual","N","Final","15000","14400","600","3.9"
"Cambria CDP","Sub-County Place","2015","Annual","N","Final","2400","2300","100","4.8"
"Cayucos CDP","Sub-County Place","2015","Annual","N","Final","1000","1000","0","2.1"
"El Paso de Robles (Paso Robles) city","Sub-County Place","2015","Annual","N","Final","16100","15200","900","5.3"
"Grover Beach city","Sub-County Place","2015","Annual","N","Final","7400","7100","200","3.2"
"Lake Nacimiento CDP","Sub-County Place","2015","Annual","N","Final","1400","1300","100","6.4"
"Morro Bay city","Sub-County Place","2015","Annual","N","Final","5300","4800","500","9.1"
"Nipomo CDP","Sub-County Place","2015","Annual","N","Final","8400","8000","400","4.4"
"Oceano CDP","Sub-County Place","2015","Annual","N","Final","3400","3300","100","2.9"
"Pismo Beach city","Sub-County Place","2015","Annual","N","Final","4100","4000","100","2.2"
"San Luis Obispo city","Sub-County Place","2015","Annual","N","Final","25400","24200","1300","5"
"San Miguel CDP","Sub-County Place","2015","Annual","N","Final","1500","1300","100","7.8"
"Shandon CDP","Sub-County Place","2015","Annual","N","Final","600","600","0","6.2"
"Templeton CDP","Sub-County Place","2015","Annual","N","Final","4200","4000","300","6.2"
"Atherton town","Sub-County Place","2015","Annual","N","Final","3100","3000","100","2.4"
"Belmont city","Sub-County Place","2015","Annual","N","Final","16000","15500","500","3"
"Brisbane city","Sub-County Place","2015","Annual","N","Final","2900","2700","200","7.8"
"Broadmoor CDP","Sub-County Place","2015","Annual","N","Final","2700","2600","100","4.1"
"Burlingame city","Sub-County Place","2015","Annual","N","Final","17500","17000","500","2.7"
"Daly City city","Sub-County Place","2015","Annual","N","Final","62600","59900","2600","4.2"
"East Palo Alto city","Sub-County Place","2015","Annual","N","Final","14700","13900","800","5.5"
"El Granada CDP","Sub-County Place","2015","Annual","N","Final","3400","3200","200","6.2"
"Foster City city","Sub-County Place","2015","Annual","N","Final","18800","18200","600","3.2"
"Half Moon Bay city","Sub-County Place","2015","Annual","N","Final","6600","6500","100","1.6"
"Hillsborough town","Sub-County Place","2015","Annual","N","Final","5400","5200","200","3.3"
"Menlo Park city","Sub-County Place","2015","Annual","N","Final","18400","17900","500","2.7"
"Millbrae city","Sub-County Place","2015","Annual","N","Final","12900","12400","500","3.6"
"North Fair Oaks CDP","Sub-County Place","2015","Annual","N","Final","7900","7500","400","4.9"
"Pacifica city","Sub-County Place","2015","Annual","N","Final","23400","22700","700","3.2"
"Redwood City city","Sub-County Place","2015","Annual","N","Final","48300","46800","1500","3.1"
"San Bruno city","Sub-County Place","2015","Annual","N","Final","25900","25000","900","3.3"
"San Carlos city","Sub-County Place","2015","Annual","N","Final","16800","16200","600","3.4"
"San Mateo city","Sub-County Place","2015","Annual","N","Final","61300","59300","2000","3.3"
"South San Francisco city","Sub-County Place","2015","Annual","N","Final","37700","36300","1400","3.7"
"West Menlo Park CDP","Sub-County Place","2015","Annual","N","Final","1800","1800","100","4.3"
"Corte Madera town","Sub-County Place","2015","Annual","N","Final","5300","5000","200","4.6"
"Fairfax town","Sub-County Place","2015","Annual","N","Final","4600","4200","400","8.6"
"Inverness CDP","Sub-County Place","2015","Annual","N","Final","800","700","100","9.9"
"Larkspur city","Sub-County Place","2015","Annual","N","Final","7100","7000","100","1.7"
"Mill Valley city","Sub-County Place","2015","Annual","N","Final","7300","7100","200","2.5"
"Novato city","Sub-County Place","2015","Annual","N","Final","29200","28100","1000","3.5"
"Point Reyes Station CDP","Sub-County Place","2015","Annual","N","Final","100","100","0","0"
"San Anselmo town","Sub-County Place","2015","Annual","N","Final","7300","7100","200","3.3"
"San Rafael city","Sub-County Place","2015","Annual","N","Final","32300","31100","1200","3.7"
"Sausalito city","Sub-County Place","2015","Annual","N","Final","4400","4200","200","4.2"
"Tamalpais Homestead Valley CDP","Sub-County Place","2015","Annual","N","Final","6600","6400","200","2.3"
"Tomales CDP","Sub-County Place","2015","Annual","N","Final","100","100","0","0"
"Campbell city","Sub-County Place","2015","Annual","N","Final","24900","24200","800","3"
"Cupertino city","Sub-County Place","2015","Annual","N","Final","28900","27900","1000","3.4"
"East Foothills CDP","Sub-County Place","2015","Annual","N","Final","4000","3900","100","3.5"
"Gilroy city","Sub-County Place","2015","Annual","N","Final","27100","25600","1500","5.5"
"Los Altos city","Sub-County Place","2015","Annual","N","Final","14300","13900","400","2.7"
"Los Gatos town","Sub-County Place","2015","Annual","N","Final","15500","15100","400","2.8"
"Milpitas city","Sub-County Place","2015","Annual","N","Final","40300","38700","1600","3.9"
"Morgan Hill city","Sub-County Place","2015","Annual","N","Final","22600","21500","1000","4.6"
"Mountain View city","Sub-County Place","2015","Annual","N","Final","49400","47800","1600","3.2"
"Palo Alto city","Sub-County Place","2015","Annual","N","Final","34600","33600","1000","2.9"
"San Jose city","Sub-County Place","2015","Annual","N","Final","539400","514200","25200","4.7"
"San Martin CDP","Sub-County Place","2015","Annual","N","Final","3600","3400","200","5.2"
"Santa Clara city","Sub-County Place","2015","Annual","N","Final","67800","65300","2500","3.8"
"Saratoga city","Sub-County Place","2015","Annual","N","Final","14400","14000","400","3"
"Sunnyvale city","Sub-County Place","2015","Annual","N","Final","84600","81500","3200","3.7"
"Aptos CDP","Sub-County Place","2015","Annual","N","Final","3400","3200","200","6.4"
"Aptos Hills Larkin Valley CDP","Sub-County Place","2015","Annual","N","Final","700","700","0","3.4"
"Ben Lomond CDP","Sub-County Place","2015","Annual","N","Final","4000","3600","400","9.5"
"Boulder Creek CDP","Sub-County Place","2015","Annual","N","Final","2900","2500","400","13.8"
"Capitola city","Sub-County Place","2015","Annual","N","Final","5400","5200","200","3.8"
"Corralitos CDP","Sub-County Place","2015","Annual","N","Final","1400","1200","200","16.6"
"Day Valley CDP","Sub-County Place","2015","Annual","N","Final","1500","1400","100","5.7"
"Felton CDP","Sub-County Place","2015","Annual","N","Final","2000","1800","200","8.2"
"Freedom CDP","Sub-County Place","2015","Annual","N","Final","1800","1600","300","14.1"
"Interlaken CDP","Sub-County Place","2015","Annual","N","Final","3900","3700","200","5.5"
"Live Oak CDP","Sub-County Place","2015","Annual","N","Final","9000","8500","500","5.9"
"Rio del Mar CDP","Sub-County Place","2015","Annual","N","Final","4900","4500","400","7.8"
"Santa Cruz city","Sub-County Place","2015","Annual","N","Final","33500","31200","2300","6.7"
"Scotts Valley city","Sub-County Place","2015","Annual","N","Final","6400","6200","300","4"
"Soquel CDP","Sub-County Place","2015","Annual","N","Final","5800","5500","300","5.2"
"Twin Lakes CDP","Sub-County Place","2015","Annual","N","Final","2900","2700","200","5.4"
"Watsonville city","Sub-County Place","2015","Annual","N","Final","25400","22900","2500","9.7"
"Buellton city","Sub-County Place","2015","Annual","N","Final","2900","2800","100","2.4"
"Carpinteria city","Sub-County Place","2015","Annual","N","Final","6800","6500","400","5.2"
"Goleta City","Sub-County Place","2015","Annual","N","Final","17100","16600","500","3.2"
"Guadalupe city","Sub-County Place","2015","Annual","N","Final","3500","3300","200","6.6"
"Isla Vista CDP","Sub-County Place","2015","Annual","N","Final","8500","7400","1100","12.9"
"Lompoc city","Sub-County Place","2015","Annual","N","Final","18000","16700","1300","7"
"Los Alamos CDP","Sub-County Place","2015","Annual","N","Final","700","700","0","0.6"
"Mission Canyon CDP","Sub-County Place","2015","Annual","N","Final","1300","1300","0","1"
"Mission Hills CDP","Sub-County Place","2015","Annual","N","Final","2000","1900","100","5.4"
"Montecito CDP","Sub-County Place","2015","Annual","N","Final","3000","2800","200","6.7"
"Orcutt CDP","Sub-County Place","2015","Annual","N","Final","14700","14100","600","3.9"
"Santa Barbara city","Sub-County Place","2015","Annual","N","Final","51000","48800","2200","4.2"
"Santa Maria city","Sub-County Place","2015","Annual","N","Final","48000","44900","3100","6.5"
"Santa Ynez CDP","Sub-County Place","2015","Annual","N","Final","2200","2200","0","0.1"
"Solvang city","Sub-County Place","2015","Annual","N","Final","3000","2900","100","4.2"
"Summerland CDP","Sub-County Place","2015","Annual","N","Final","200","200","0","17.1"
"Toro Canyon CDP","Sub-County Place","2015","Annual","N","Final","700","600","100","7.6"
"Vandenberg AFB CDP","Sub-County Place","2015","Annual","N","Final","800","700","100","8.9"
"Vandenberg Village CDP","Sub-County Place","2015","Annual","N","Final","3400","3300","100","4.2"
"Bodega Bay CDP","Sub-County Place","2015","Annual","N","Final","700","600","100","17.1"
"Boyes Hot Springs CDP","Sub-County Place","2015","Annual","N","Final","3800","3600","100","2.9"
"Cloverdale city","Sub-County Place","2015","Annual","N","Final","4600","4600","100","1.2"
"Cotati city","Sub-County Place","2015","Annual","N","Final","4300","4100","200","4.2"
"El Verano CDP","Sub-County Place","2015","Annual","N","Final","1600","1500","200","9.8"
"Fetters Hot Springs Agua Caliente CDP","Sub-County Place","2015","Annual","N","Final","2100","2000","100","2.9"
"Forestville CDP","Sub-County Place","2015","Annual","N","Final","2200","2100","100","3.1"
"Glen Ellen CDP","Sub-County Place","2015","Annual","N","Final","600","600","0","5.3"
"Graton CDP","Sub-County Place","2015","Annual","N","Final","900","800","100","8.4"
"Guerneville CDP","Sub-County Place","2015","Annual","N","Final","2600","2400","200","8"
"Healdsburg city","Sub-County Place","2015","Annual","N","Final","5700","5400","300","5.1"
"Monte Rio CDP","Sub-County Place","2015","Annual","N","Final","500","400","0","7.8"
"Occidental CDP","Sub-County Place","2015","Annual","N","Final","700","600","0","3.2"
"Petaluma city","Sub-County Place","2015","Annual","N","Final","32700","31500","1100","3.5"
"Rohnert Park city","Sub-County Place","2015","Annual","N","Final","23000","21900","1100","4.7"
"Santa Rosa city","Sub-County Place","2015","Annual","N","Final","88500","84000","4500","5"
"Sebastopol city","Sub-County Place","2015","Annual","N","Final","4000","3800","200","4.8"
"Sonoma city","Sub-County Place","2015","Annual","N","Final","5300","5100","200","3.9"
"Windsor town","Sub-County Place","2015","Annual","N","Final","13900","13400","500","3.9"
"Loyalton city","Sub-County Place","2015","Annual","N","Final","400","390","20","4"
"Dunsmuir city","Sub-County Place","2015","Annual","N","Final","840","750","90","11"
"McCloud CDP","Sub-County Place","2015","Annual","N","Final","330","310","20","7.3"
"Mount Shasta city","Sub-County Place","2015","Annual","N","Final","1430","1370","60","4.3"
"Weed city","Sub-County Place","2015","Annual","N","Final","1030","930","100","9.8"
"Yreka city","Sub-County Place","2015","Annual","N","Final","3110","2940","160","5.2"
"August CDP","Sub-County Place","2015","Annual","N","Final","3300","3100","200","6.4"
"Country Club CDP","Sub-County Place","2015","Annual","N","Final","4000","3700","400","9.7"
"Escalon city","Sub-County Place","2015","Annual","N","Final","3100","2800","300","9.5"
"Farmington CDP","Sub-County Place","2015","Annual","N","Final","100","100","0","0"
"French Camp CDP","Sub-County Place","2015","Annual","N","Final","900","900","100","6.9"
"Garden Acres CDP","Sub-County Place","2015","Annual","N","Final","4300","3700","600","14.1"
"Kennedy CDP","Sub-County Place","2015","Annual","N","Final","1000","800","200","17.5"
"Lathrop city","Sub-County Place","2015","Annual","N","Final","11500","10200","1300","11.6"
"Lincoln Village CDP","Sub-County Place","2015","Annual","N","Final","1200","1100","100","10.2"
"Linden CDP","Sub-County Place","2015","Annual","N","Final","800","700","100","14.8"
"Lockeford CDP","Sub-County Place","2015","Annual","N","Final","1700","1500","100","8.8"
"Lodi city","Sub-County Place","2015","Annual","N","Final","28700","26300","2400","8.4"
"Manteca city","Sub-County Place","2015","Annual","N","Final","35300","32100","3200","9"
"Morada CDP","Sub-County Place","2015","Annual","N","Final","1500","1500","0","1"
"Mountain House CDP","Sub-County Place","2015","Annual","N","Final","9100","8800","300","3.2"
"Ripon city","Sub-County Place","2015","Annual","N","Final","7100","6900","200","3.1"
"Stockton city","Sub-County Place","2015","Annual","N","Final","127600","115200","12300","9.7"
"Taft Mosswood CDP","Sub-County Place","2015","Annual","N","Final","500","500","100","14.8"
